Datetime,Open,High,Low,Close,Volume
2013-11-27,56.485784214054824,56.52169995299268,55.959000252164145,56.15055847167969,8828100
2013-11-29,56.06074865118927,56.40196177561154,55.851232621650496,55.958984375,6770500
2013-12-02,55.83328567307065,56.29422563298425,55.62376958543182,55.982940673828125,9310500
2013-12-03,56.03083942894802,56.55762803033021,55.80935291892036,56.50374984741211,12599500
2013-12-04,56.38402114913286,56.80904081530895,56.22239118614115,56.671356201171875,13074000
2013-12-05,56.312183016485506,56.659383711353215,56.22238910338412,56.34809875488281,10586000
2013-12-06,56.85093388184779,57.293911338782884,56.623455391904976,57.25799560546875,12063400
2013-12-09,57.43759081808249,57.617178656322196,57.22807471820846,57.371742248535156,15516700
2013-12-10,57.40763875767373,57.45552943696533,57.10234138607296,57.29389953613281,9868100
2013-12-11,57.09637772986316,57.19215912840614,56.366065117960964,56.425926208496094,12811800
2013-12-12,56.56958664219116,57.39568054899765,56.43788951927102,57.08440017700195,15562600
2013-12-13,56.946714473355804,57.41962478418427,56.665366931872555,57.054466247558594,10629500
2013-12-16,57.63514867261278,59.19156018595358,57.545354734569976,58.197853088378906,23226000
2013-12-17,58.078117873454985,58.14396644730779,57.485485275888465,57.9164924621582,14920900
2013-12-18,58.323550752945934,59.83207124610792,58.07213143193701,59.586639404296875,21331300
2013-12-19,59.56267805021742,59.622539124786144,59.26336811026658,59.520774841308594,12905900
2013-12-20,59.496835097399234,59.62254473595645,59.02392479971771,59.071815490722656,23331000
2013-12-23,59.26338480083067,59.43698516294673,58.898226205881116,58.970062255859375,10127600
2013-12-24,58.86231666191626,59.526785351072725,58.86231666191626,59.39508819580078,4168300
2013-12-26,59.514797256882495,60.47857578910198,59.49085190965312,60.4007568359375,9531200
2013-12-27,60.60426594347253,60.90357583690527,60.45461099675615,60.76589584350586,10209000
2013-12-30,60.77788638783861,60.7898613451273,60.047569274902344,60.047569274902344,9007900
2013-12-31,60.15530654127938,60.69406531158267,60.1193908122948,60.580326080322266,8509600
2014-01-02,60.22117505812338,60.31695645665201,59.49684535840731,59.71234893798828,11028100
2014-01-03,59.72431390267807,59.96376281013478,59.34718495623168,59.56867599487305,9295600
2014-01-06,59.82609832125119,59.945820522543926,59.197545346691214,59.658485412597656,11848500
2014-01-07,59.628521849168415,60.59230014435242,59.51478261957934,60.502506256103516,11187000
2014-01-08,60.574355325054064,60.574355325054064,59.95179001745845,60.30497360229492,11180400
2014-01-09,59.98171623690289,60.09545548712099,59.281332002324284,59.718326568603516,11674300
2014-01-10,59.856010947671614,60.23912737223132,59.33521448431191,60.17327880859375,10535400
2014-01-13,59.808130735080596,59.92186543770571,58.82638966205359,58.9940071105957,12110900
2014-01-14,59.143669710503374,59.42501733066333,59.053875779039565,59.335227966308594,9265000
2014-01-15,59.35915804503414,59.47289273298726,59.04188562655383,59.13167953491211,9425500
2014-01-16,59.13768028413803,59.28733530928248,58.81442488177292,59.227474212646484,9421700
2014-01-17,59.371139398355545,60.06553631253118,59.06584188040405,59.359169006347656,15998000
2014-01-21,59.00599548776975,59.19755377738469,58.688727498761565,58.96409225463867,13847300
2014-01-22,59.191557607545775,59.23346083452584,58.56899211590678,58.59293746948242,11642800
2014-01-23,58.21575040566317,58.2995567760973,57.47346345305893,58.04813766479492,15393200
2014-01-24,57.57525249605588,57.617155699334766,56.76112920340324,56.77908706665039,14584300
2014-01-27,56.9167919839788,57.21610199075137,56.71924628340292,56.82101058959961,12474600
2014-01-28,57.07840780468311,57.41962097248984,56.73120715895486,57.25799560546875,10773600
2014-01-29,56.82699401114511,57.5872393645392,56.65938115005715,56.93474578857422,13191500
2014-01-30,56.27026588915404,56.838952919701626,55.70756176878826,56.264278411865234,14628400
2014-01-31,55.58185257737415,55.83925929749561,54.893438831271915,55.16880798339844,17361400
2014-02-03,55.02515153837764,55.25861298248949,53.66029861369045,53.90573501586914,20377900
2014-02-04,54.09729609438882,54.2589214999497,53.5106464300948,53.88777542114258,17414400
2014-02-05,54.061383609593896,54.24097147919389,53.50466669436503,53.624393463134766,16393600
2014-02-06,53.96197661151463,54.36589153341754,53.805231791278125,54.13680648803711,13646100
2014-02-07,54.32972545622941,54.637180634837165,54.10666568007317,54.60704040527344,12573800
2014-02-10,54.52865050287817,54.57688037609384,53.87153572826667,53.96799087524414,12237700
2014-02-11,53.99210388168523,54.86022317071737,53.895648738155934,54.763763427734375,13422800
2014-02-12,54.86628540002771,55.37871543822183,54.64322556246857,54.908485412597656,10752400
2014-02-13,54.61305653359288,55.252090925884744,54.498516321329454,55.11946105957031,9775300
2014-02-14,55.348558515838825,56.928052897573295,55.22195850577141,56.735137939453125,18260400
2014-02-18,56.71103286743164,57.102892737927924,56.283002873320875,56.71103286743164,12979300
2014-02-19,56.548242783133965,57.44650246549558,56.548242783133965,56.638668060302734,12227800
2014-02-20,56.57837506509265,57.735864444880264,56.518090022292995,57.49472427368164,14424300
2014-02-21,57.56105023337732,57.62133528773187,57.235505420516965,57.28976058959961,11282200
2014-02-24,57.639441411186795,58.62813138222094,57.51887125840956,58.13981628417969,16012500
2014-02-25,58.20005726263304,58.45928703419765,57.85039764527555,58.061397552490234,10663000
2014-02-26,58.212132389122026,58.39299214272205,57.59118762092565,57.74793243408203,9087600
2014-02-27,57.62134736169263,57.90469223593132,57.36814732067516,57.7780876159668,9101200
2014-02-28,57.85043789298743,58.37492768392175,57.74192292243055,58.037322998046875,12651400
2014-03-03,57.729845852714526,58.2000756803001,57.169186150719156,57.57310104370117,11896700
2014-03-04,58.23021879572003,58.39299349762787,57.796163656026756,58.188018798828125,12566100
2014-03-05,57.39224441819542,57.446504185575925,56.30709966458717,56.54824447631836,19829600
2014-03-06,56.469864383301086,56.63263907046699,56.22871959456355,56.52412414550781,12610400
