symbol,n_trades,n_long,n_short,agent_total_return,buy_hold_return,excess_return,sharpe_annual,win_rate,max_drawdown
GOOGL,8,8,0,6.500266393696919,13.0336470477322,-6.533380654035281,14.582064775871812,0.75,0.03624999999999997
XOM,10,10,0,0.9700035202573418,1.6234763470017382,-0.6534728267443963,4.396881218372775,0.3,0.33141154978797055
JNJ,13,13,0,0.2399758034794912,2.058300781064007,-1.8183249775845156,2.5643550384272302,0.3076923076923077,0.37991669150823426
