symbol,decision_date,direction,entry_date,entry_price,exit_date,exit_price,exit_reason,confidence,holding_days,gross_pnl_pct,cost_pct,pnl_pct,note
GOOGL,2015-02-17,1,2015-02-17,27.3321,2015-02-19,26.9012,regime,1.0,2,-0.01577,0.0014,-0.01717,trailing
GOOGL,2015-02-20,1,2015-02-20,27.1546,2015-02-23,26.7291,regime,1.0,1,-0.01567,0.0014,-0.01707,trailing
GOOGL,2015-02-27,1,2015-02-27,27.6787,2015-03-13,27.4003,trail_stop,1.0,10,-0.01006,0.0014,-0.01146,trailing
GOOGL,2015-05-15,1,2015-05-15,27.2939,2015-05-26,27.4025,regime,1.0,6,0.00398,0.0014,0.00258,trailing
GOOGL,2015-06-24,1,2015-06-24,27.8935,2015-06-25,27.7854,regime,1.0,1,-0.00388,0.0014,-0.00528,trailing
GOOGL,2015-06-26,1,2015-06-26,27.7561,2015-06-30,27.0311,regime,1.0,2,-0.02612,0.0014,-0.02752,trailing
GOOGL,2015-07-08,1,2015-07-08,27.0564,2015-07-09,27.2076,regime,1.0,1,0.00559,0.0014,0.00419,trailing
GOOGL,2015-07-10,1,2015-07-10,27.4586,2015-08-21,32.3681,trail_stop,1.0,30,0.1788,0.0014,0.1774,trailing
GOOGL,2015-10-19,1,2015-10-19,34.4156,2015-12-14,36.9118,trail_stop,1.0,39,0.07253,0.0014,0.07113,trailing
GOOGL,2016-01-29,1,2016-01-29,37.141,2016-02-04,36.9243,regime,1.0,4,-0.00583,0.0014,-0.00723,trailing
GOOGL,2016-03-18,1,2016-03-18,37.7693,2016-03-21,37.3865,regime,1.0,1,-0.01014,0.0014,-0.01154,trailing
GOOGL,2016-04-01,1,2016-04-01,37.5477,2016-04-22,36.8906,trail_stop,1.0,15,-0.0175,0.0014,-0.0189,trailing
GOOGL,2016-05-04,1,2016-05-04,35.0488,2016-05-13,36.0332,regime,1.0,7,0.02809,0.0014,0.02669,trailing
GOOGL,2016-05-16,1,2016-05-16,35.9191,2016-05-18,35.6305,regime,1.0,2,-0.00804,0.0014,-0.00944,trailing
GOOGL,2016-05-19,1,2016-05-19,35.6206,2016-05-20,35.5294,regime,1.0,1,-0.00256,0.0014,-0.00396,trailing
GOOGL,2016-05-25,1,2016-05-25,36.4488,2016-05-26,36.4983,regime,1.0,1,0.00136,0.0014,-4e-05,trailing
GOOGL,2016-05-31,1,2016-05-31,37.1311,2016-06-07,36.363,regime,1.0,5,-0.02069,0.0014,-0.02209,trailing
GOOGL,2016-07-20,1,2016-07-20,37.3934,2016-09-12,38.9045,trail_stop,1.0,37,0.04041,0.0014,0.03901,trailing
GOOGL,2016-11-09,1,2016-11-09,39.7629,2016-11-11,38.5221,regime,1.0,2,-0.0312,0.0014,-0.0326,trailing
GOOGL,2016-12-08,1,2016-12-08,39.3225,2016-12-19,40.1323,regime,1.0,7,0.02059,0.0014,0.01919,trailing
GOOGL,2016-12-21,1,2016-12-21,40.4517,2016-12-23,40.0693,regime,1.0,2,-0.00945,0.0014,-0.01085,trailing
GOOGL,2016-12-27,1,2016-12-27,40.1026,2017-01-03,39.7029,regime,1.0,4,-0.00997,0.0014,-0.01137,trailing
GOOGL,2017-01-04,1,2017-01-04,40.1626,2017-01-06,40.4155,regime,1.0,2,0.0063,0.0014,0.0049,trailing
GOOGL,2017-01-09,1,2017-01-09,40.9798,2017-01-23,41.2397,regime,1.0,9,0.00634,0.0014,0.00494,trailing
GOOGL,2017-01-24,1,2017-01-24,42.0019,2017-01-30,41.226,trail_stop,1.0,4,-0.01847,0.0014,-0.01987,trailing
GOOGL,2017-09-27,1,2017-09-27,46.7506,2017-11-29,51.2738,trail_stop,1.0,44,0.09675,0.0014,0.09535,trailing
GOOGL,2018-02-12,1,2018-02-12,52.4004,2018-03-02,52.2215,trail_stop,1.0,13,-0.00342,0.0014,-0.00482,trailing
GOOGL,2018-05-08,1,2018-05-08,52.7947,2018-05-16,53.8098,regime,1.0,6,0.01923,0.0014,0.01783,trailing
GOOGL,2018-05-29,1,2018-05-29,53.359,2018-05-30,53.234,regime,1.0,1,-0.00234,0.0014,-0.00374,trailing
GOOGL,2018-06-04,1,2018-06-04,56.4584,2018-06-06,57.166,regime,1.0,2,0.01253,0.0014,0.01113,trailing
GOOGL,2018-06-13,1,2018-06-13,57.1417,2018-06-25,55.7878,trail_stop,1.0,8,-0.02369,0.0014,-0.02509,trailing
GOOGL,2018-09-14,1,2018-09-14,58.9131,2018-09-17,58.4058,regime,1.0,1,-0.00861,0.0014,-0.01001,trailing
GOOGL,2018-09-20,1,2018-09-20,58.5496,2018-10-08,56.9891,trail_stop,1.0,12,-0.02665,0.0014,-0.02805,trailing
GOOGL,2019-01-24,1,2019-01-24,53.6818,2019-01-25,54.263,regime,1.0,1,0.01083,0.0014,0.00943,trailing
GOOGL,2019-01-28,1,2019-01-28,54.0567,2019-03-27,58.3038,trail_stop,1.0,41,0.07857,0.0014,0.07717,trailing
GOOGL,2019-07-29,1,2019-07-29,61.6157,2019-08-05,58.086,trail_stop,1.0,5,-0.05729,0.0014,-0.05869,trailing
GOOGL,2019-08-07,1,2019-08-07,57.4155,2019-08-13,58.2362,regime,1.0,4,0.01429,0.0014,0.01289,trailing
GOOGL,2019-08-14,1,2019-08-14,58.3215,2019-10-02,58.8498,trail_stop,1.0,34,0.00906,0.0014,0.00766,trailing
GOOGL,2019-10-24,1,2019-10-24,62.4394,2019-12-03,63.4089,trail_stop,1.0,27,0.01553,0.0014,0.01413,trailing
