symbol,n_trades,n_long,n_short,agent_total_return,buy_hold_return,excess_return,sharpe_annual,win_rate,max_drawdown
GOOGL,16,8,8,1.98969091554092,13.0336470477322,-11.04395613219128,5.304523729882099,0.4375,0.37019
XOM,20,10,10,0.11739506320945559,1.6234763470017382,-1.5060812837922826,1.913389866494032,0.25,0.5892921286140849
JNJ,25,13,12,-0.556901241680944,2.058300781064007,-2.615202022744951,-2.740328610144095,0.16,0.7343921280216054
