Datetime,Open,High,Low,Close,Volume
2024-12-06,97074.2265625,102039.8828125,96514.875,99920.7109375,94534772658
2024-12-07,99916.7109375,100563.3828125,99030.8828125,99923.3359375,44177510897
2024-12-08,99921.9140625,101399.9921875,98771.515625,101236.015625,44125751925
2024-12-09,101237.0625,101272.5078125,94355.9140625,97432.71875,110676473908
2024-12-10,97441.234375,98270.15625,94321.2578125,96675.4296875,104823780634
2024-12-11,96656.0625,101913.359375,95747.2265625,101173.03125,85391409936
2024-12-12,101167.8046875,102524.9140625,99339.953125,100043.0,72073983533
2024-12-13,100046.6484375,101888.8046875,99233.28125,101459.2578125,56894751583
2024-12-14,101451.4375,102618.8828125,100634.0546875,101372.96875,40422968793
2024-12-15,101373.53125,105047.5390625,101227.03125,104298.6953125,51145914137
2024-12-16,104293.578125,107780.578125,103322.984375,106029.71875,91020417816
2024-12-17,106030.6875,108268.4453125,105291.734375,106140.6015625,68589364868
2024-12-18,106147.296875,106470.609375,100041.5390625,100041.5390625,93865656139
2024-12-19,100070.6875,102748.1484375,95587.6796875,97490.953125,97221662392
2024-12-20,97484.6953125,98098.9140625,92175.1796875,97755.9296875,105634083408
2024-12-21,97756.1953125,99507.1015625,96426.5234375,97224.7265625,51765334294
2024-12-22,97218.3203125,97360.265625,94202.1875,95104.9375,43147981314
2024-12-23,95099.390625,96416.2109375,92403.1328125,94686.2421875,65239002919
2024-12-24,94684.34375,99404.0625,93448.015625,98676.09375,47114953674
2024-12-25,98675.9140625,99478.75,97593.46875,99299.1953125,33700394629
2024-12-26,99297.6953125,99884.5703125,95137.8828125,95795.515625,47054980873
2024-12-27,95704.9765625,97294.84375,93310.7421875,94164.859375,52419934565
2024-12-28,94160.1875,95525.8984375,94014.2890625,95163.9296875,24107436185
2024-12-29,95174.0546875,95174.875,92881.7890625,93530.2265625,29635885267
2024-12-30,93527.1953125,94903.3203125,91317.1328125,92643.2109375,56188003691
2024-12-31,92643.25,96090.6015625,91914.03125,93429.203125,43625106843
2025-01-01,93425.1015625,94929.8671875,92788.125,94419.7578125,24519888919
2025-01-02,94416.2890625,97739.8203125,94201.5703125,96886.875,46009564411
2025-01-03,96881.7265625,98956.9140625,96034.6171875,98107.4296875,35611391163
2025-01-04,98106.9921875,98734.4296875,97562.9765625,98236.2265625,22342608078
2025-01-05,98233.90625,98813.3046875,97291.765625,98314.9609375,20525254825
2025-01-06,98314.953125,102482.875,97926.1484375,102078.0859375,51823432705
2025-01-07,102248.8515625,102712.484375,96132.875,96922.703125,58685738547
2025-01-08,96924.1640625,97258.3203125,92525.84375,95043.5234375,63875859171
2025-01-09,95043.484375,95349.71875,91220.84375,92484.0390625,62777261693
2025-01-10,92494.4921875,95770.609375,92250.09375,94701.453125,62058693684
2025-01-11,94700.8359375,94977.6875,93840.046875,94566.59375,18860894100
2025-01-12,94565.7265625,95367.5390625,93712.5078125,94488.4375,20885130965
2025-01-13,94488.890625,95837.0,89260.1015625,94516.5234375,72978998252
2025-01-14,94519.0078125,97352.6640625,94322.15625,96534.046875,53769675818
2025-01-15,96534.046875,100697.234375,96501.640625,100504.4921875,57805923627
2025-01-16,100505.296875,100781.5859375,97364.4453125,99756.90625,54103781805
2025-01-17,100025.765625,105884.2265625,99948.90625,104462.0390625,71888972663
2025-01-18,104124.953125,104913.203125,102226.6171875,104408.0703125,50445655726
2025-01-19,104411.2890625,106299.796875,99570.53125,101089.609375,76789928525
2025-01-20,101083.75,109114.8828125,99471.359375,102016.6640625,126279678351
2025-01-21,102052.578125,107180.921875,100103.953125,106146.265625,88733878242
2025-01-22,106136.3828125,106294.34375,103360.265625,103653.0703125,53878181052
2025-01-23,103657.671875,106820.328125,101257.8046875,103960.171875,104104515428
2025-01-24,103965.671875,107098.546875,102772.125,104819.484375,52388229265
2025-01-25,104824.03125,105243.7890625,104120.375,104714.6484375,23888996502
2025-01-26,104713.2109375,105438.6484375,102507.7109375,102682.5,22543395879
2025-01-27,102680.3046875,103214.109375,97795.9375,102087.6875,89006608428
2025-01-28,102095.4140625,103730.8203125,100238.1875,101332.4765625,47180685494
2025-01-29,101317.5234375,104750.8046875,101283.8203125,103703.2109375,47432049818
2025-01-30,103709.3359375,106418.765625,103321.6484375,104735.3046875,41915744521
2025-01-31,104737.5625,106026.3515625,101543.8828125,102405.0234375,45732764360
2025-02-01,102402.796875,102755.7265625,100297.7109375,100655.90625,27757944848
2025-02-02,100661.5390625,101430.6640625,96216.078125,97688.9765625,63091816853
2025-02-03,97681.1015625,102514.171875,91242.890625,101405.421875,115400897748
2025-02-04,101398.71875,101745.6171875,96208.109375,97871.8203125,73002130211
2025-02-05,97878.0078125,99113.2109375,96174.828125,96615.4453125,49125911241
2025-02-06,96610.640625,99168.609375,95707.3515625,96593.296875,45302471947
2025-02-07,96581.3203125,100154.140625,95653.8828125,96529.0859375,55741290456
2025-02-08,96533.2578125,96877.8046875,95702.4921875,96482.453125,22447526395
2025-02-09,96481.3125,97325.28125,94745.2578125,96500.09375,27732901800
2025-02-10,96499.4609375,98333.21875,95320.84375,97437.5546875,40078962391
2025-02-11,97438.1328125,98492.8984375,94875.0390625,95747.4296875,37488783272
2025-02-12,95745.6953125,98151.0234375,94101.203125,97885.859375,49340445530
2025-02-13,97888.75,98111.0859375,95269.7109375,96623.8671875,37147280860
2025-02-14,96623.3671875,98819.46875,96342.8046875,97508.96875,32697987277
2025-02-15,97508.3828125,97975.0390625,97240.1953125,97580.3515625,17047266288
2025-02-16,97580.4921875,97725.59375,96060.9765625,96175.03125,16536755396
2025-02-17,96179.0078125,97032.234375,95243.546875,95773.3828125,27336550690
2025-02-18,95773.8125,96695.375,93388.8359375,95539.546875,37325720482
2025-02-19,95532.53125,96855.59375,95011.96875,96635.609375,28990872862
2025-02-20,96632.6796875,98767.1953125,96442.671875,98333.9375,31668022771
2025-02-21,98340.671875,99497.96875,94852.9609375,96125.546875,49608706470
2025-02-22,96134.203125,96950.15625,95765.34375,96577.7578125,18353824477
2025-02-23,96577.8046875,96671.875,95270.453125,96273.921875,16999478976
2025-02-24,96277.9609375,96503.453125,91371.7421875,91418.171875,44046480529
2025-02-25,91437.1171875,92511.078125,86008.234375,88736.171875,92139104128
2025-02-26,88638.890625,89286.25,82131.8984375,84347.0234375,64597492134
2025-02-27,84076.859375,87000.78125,83144.9609375,84704.2265625,52659591954
