symbol,n_trades,n_long,n_short,agent_total_return,buy_hold_return,excess_return,sharpe_annual,win_rate,max_drawdown
AAPL,3,2,1,-0.01480516025387213,-0.021738836248965,0.0069336759950928695,-1.6642036092970893,0.3333333333333333,0.028206196800000097
BTC-USD,5,5,0,-0.059248931303979346,-0.15228558956628968,0.09303665826231033,-1.961950865824883,0.4,0.06809213059999995
