symbol,agent,buy_hold,always_long,sma_trend_follower,random,beats_sma_baseline
AAPL,0.14533805934702015,0.2858671110314097,0.24356751854808367,0.24356751854808367,0.04864831617550491,False
TSLA,-0.10250530438411465,0.11446814525511417,0.12440536158120086,-0.01654053509418607,-0.14257169110766654,False
NVDA,0.08880908150500044,0.22963206911551404,0.21601047958197683,0.07953993947086158,-0.06131641484067529,True
BTC-USD,-0.03776132812554267,-0.4792292957284796,-0.5079955576083581,-0.19387653050340392,-0.4869833067252485,True
