symbol,n_trades,n_long,n_short,agent_total_return,buy_hold_return,excess_return,sharpe_annual,win_rate,max_drawdown
GOOGL,92,46,46,0.17181965381594466,13.0336470477322,-12.861827393916256,1.0436204300592666,0.30434782608695654,0.6176236486807355
XOM,138,69,69,-0.5653438881793709,1.6234763470017382,-2.188820235181109,-0.3799864182802403,0.2536231884057971,0.7230669593584957
JNJ,171,86,85,-0.7199072550548827,2.058300781064007,-2.7782080361188894,-1.835798223532981,0.28654970760233917,0.8169086429616212
