symbol,n_trades,n_long,n_short,agent_total_return,buy_hold_return,excess_return,sharpe_annual,win_rate,max_drawdown
GOOGL,16,8,8,-0.07865384111486196,13.0336470477322,-13.112300888847063,0.4592356202114447,0.25,0.42020275811049723
XOM,20,10,10,-0.31100875274016004,1.6234763470017382,-1.9344850997418983,-7.431149626630848,0.2,0.35819603541081413
JNJ,25,13,12,-0.12774442374195927,2.058300781064007,-2.186045204805966,-0.8075606429836001,0.24,0.3191923853915716
