symbol,decision_date,direction,entry_date,entry_price,exit_date,exit_price,exit_reason,confidence,holding_days,gross_pnl_pct,cost_pct,pnl_pct,note
GOOGL,2015-01-05,-1,2015-01-05,26.1414,2015-02-17,27.3321,regime,1.0,29,-0.04555,0.00255,-0.0481,regime
GOOGL,2015-02-17,1,2015-02-17,27.3321,2015-02-19,26.9012,regime,1.0,2,-0.01577,0.0014,-0.01717,regime
GOOGL,2015-02-19,-1,2015-02-19,26.9012,2015-02-20,27.1546,regime,1.0,1,-0.00942,0.00144,-0.01086,regime
GOOGL,2015-02-20,1,2015-02-20,27.1546,2015-02-23,26.7291,regime,1.0,1,-0.01567,0.0014,-0.01707,regime
GOOGL,2015-02-23,-1,2015-02-23,26.7291,2015-02-27,27.6787,regime,1.0,4,-0.03553,0.00156,-0.03709,regime
GOOGL,2015-02-27,1,2015-02-27,27.6787,2015-05-12,26.918,regime,1.0,51,-0.02748,0.0014,-0.02888,regime
GOOGL,2015-05-12,-1,2015-05-12,26.918,2015-05-15,27.2939,regime,1.0,3,-0.01396,0.00152,-0.01548,regime
GOOGL,2015-05-15,1,2015-05-15,27.2939,2015-05-26,27.4025,regime,1.0,6,0.00398,0.0014,0.00258,regime
GOOGL,2015-05-26,-1,2015-05-26,27.4025,2015-06-24,27.8935,regime,1.0,21,-0.01792,0.00223,-0.02015,regime
GOOGL,2015-06-24,1,2015-06-24,27.8935,2015-06-25,27.7854,regime,1.0,1,-0.00388,0.0014,-0.00528,regime
GOOGL,2015-06-25,-1,2015-06-25,27.7854,2015-06-26,27.7561,regime,1.0,1,0.00105,0.00144,-0.00039,regime
GOOGL,2015-06-26,1,2015-06-26,27.7561,2015-06-30,27.0311,regime,1.0,2,-0.02612,0.0014,-0.02752,regime
GOOGL,2015-06-30,-1,2015-06-30,27.0311,2015-07-08,27.0564,regime,1.0,5,-0.00094,0.0016,-0.00253,regime
GOOGL,2015-07-08,1,2015-07-08,27.0564,2015-07-09,27.2076,regime,1.0,1,0.00559,0.0014,0.00419,regime
GOOGL,2015-07-09,-1,2015-07-09,27.2076,2015-07-10,27.4586,regime,1.0,1,-0.00922,0.00144,-0.01066,regime
GOOGL,2015-07-10,1,2015-07-10,27.4586,2015-10-13,33.4367,regime,1.0,66,0.21771,0.0014,0.21631,regime
GOOGL,2015-10-13,-1,2015-10-13,33.4367,2015-10-19,34.4156,regime,1.0,4,-0.02928,0.00156,-0.03084,regime
GOOGL,2015-10-19,1,2015-10-19,34.4156,2016-01-27,36.4929,regime,1.0,68,0.06036,0.0014,0.05896,regime
GOOGL,2016-01-27,-1,2016-01-27,36.4929,2016-01-29,37.141,regime,1.0,2,-0.01776,0.00148,-0.01924,regime
GOOGL,2016-01-29,1,2016-01-29,37.141,2016-02-04,36.9243,regime,1.0,4,-0.00583,0.0014,-0.00723,regime
GOOGL,2016-02-04,-1,2016-02-04,36.9243,2016-03-18,37.7693,regime,1.0,30,-0.02289,0.00259,-0.02548,regime
GOOGL,2016-03-18,1,2016-03-18,37.7693,2016-03-21,37.3865,regime,1.0,1,-0.01014,0.0014,-0.01154,regime
GOOGL,2016-03-21,-1,2016-03-21,37.3865,2016-04-01,37.5477,regime,1.0,8,-0.00431,0.00172,-0.00603,regime
GOOGL,2016-04-01,1,2016-04-01,37.5477,2016-04-26,36.9159,regime,1.0,17,-0.01683,0.0014,-0.01823,regime
GOOGL,2016-04-26,-1,2016-04-26,36.9159,2016-05-04,35.0488,regime,1.0,6,0.05058,0.00164,0.04894,regime
GOOGL,2016-05-04,1,2016-05-04,35.0488,2016-05-13,36.0332,regime,1.0,7,0.02809,0.0014,0.02669,regime
GOOGL,2016-05-13,-1,2016-05-13,36.0332,2016-05-16,35.9191,regime,1.0,1,0.00317,0.00144,0.00173,regime
GOOGL,2016-05-16,1,2016-05-16,35.9191,2016-05-18,35.6305,regime,1.0,2,-0.00804,0.0014,-0.00944,regime
GOOGL,2016-05-18,-1,2016-05-18,35.6305,2016-05-19,35.6206,regime,1.0,1,0.00028,0.00144,-0.00116,regime
GOOGL,2016-05-19,1,2016-05-19,35.6206,2016-05-20,35.5294,regime,1.0,1,-0.00256,0.0014,-0.00396,regime
GOOGL,2016-05-20,-1,2016-05-20,35.5294,2016-05-25,36.4488,regime,1.0,3,-0.02588,0.00152,-0.0274,regime
GOOGL,2016-05-25,1,2016-05-25,36.4488,2016-05-26,36.4983,regime,1.0,1,0.00136,0.0014,-4e-05,regime
GOOGL,2016-05-26,-1,2016-05-26,36.4983,2016-05-31,37.1311,regime,1.0,2,-0.01734,0.00148,-0.01882,regime
GOOGL,2016-05-31,1,2016-05-31,37.1311,2016-06-07,36.363,regime,1.0,5,-0.02069,0.0014,-0.02209,regime
GOOGL,2016-06-07,-1,2016-06-07,36.363,2016-07-20,37.3934,regime,1.0,30,-0.02834,0.00259,-0.03093,regime
GOOGL,2016-07-20,1,2016-07-20,37.3934,2016-11-03,38.9035,regime,1.0,75,0.04038,0.0014,0.03898,regime
GOOGL,2016-11-03,-1,2016-11-03,38.9035,2016-11-09,39.7629,regime,1.0,4,-0.02209,0.00156,-0.02365,regime
GOOGL,2016-11-09,1,2016-11-09,39.7629,2016-11-11,38.5221,regime,1.0,2,-0.0312,0.0014,-0.0326,regime
GOOGL,2016-11-11,-1,2016-11-11,38.5221,2016-12-08,39.3225,regime,1.0,18,-0.02078,0.00211,-0.02289,regime
GOOGL,2016-12-08,1,2016-12-08,39.3225,2016-12-19,40.1323,regime,1.0,7,0.02059,0.0014,0.01919,regime
GOOGL,2016-12-19,-1,2016-12-19,40.1323,2016-12-21,40.4517,regime,1.0,2,-0.00796,0.00148,-0.00944,regime
GOOGL,2016-12-21,1,2016-12-21,40.4517,2016-12-23,40.0693,regime,1.0,2,-0.00945,0.0014,-0.01085,regime
GOOGL,2016-12-23,-1,2016-12-23,40.0693,2016-12-27,40.1026,regime,1.0,1,-0.00083,0.00144,-0.00227,regime
GOOGL,2016-12-27,1,2016-12-27,40.1026,2017-01-03,39.7029,regime,1.0,4,-0.00997,0.0014,-0.01137,regime
GOOGL,2017-01-03,-1,2017-01-03,39.7029,2017-01-04,40.1626,regime,1.0,1,-0.01158,0.00144,-0.01302,regime
GOOGL,2017-01-04,1,2017-01-04,40.1626,2017-01-06,40.4155,regime,1.0,2,0.0063,0.0014,0.0049,regime
GOOGL,2017-01-06,-1,2017-01-06,40.4155,2017-01-09,40.9798,regime,1.0,1,-0.01396,0.00144,-0.0154,regime
GOOGL,2017-01-09,1,2017-01-09,40.9798,2017-01-23,41.2397,regime,1.0,9,0.00634,0.0014,0.00494,regime
GOOGL,2017-01-23,-1,2017-01-23,41.2397,2017-01-24,42.0019,regime,1.0,1,-0.01848,0.00144,-0.01992,regime
GOOGL,2017-01-24,1,2017-01-24,42.0019,2017-08-01,47.002,regime,1.0,131,0.11905,0.0014,0.11765,regime
GOOGL,2017-08-01,-1,2017-08-01,47.002,2017-09-27,46.7506,regime,1.0,40,0.00535,0.00299,0.00236,regime
GOOGL,2017-09-27,1,2017-09-27,46.7506,2018-02-09,50.8735,regime,1.0,93,0.08819,0.0014,0.08679,regime
GOOGL,2018-02-09,-1,2018-02-09,50.8735,2018-02-12,52.4004,regime,1.0,1,-0.03001,0.00144,-0.03145,regime
GOOGL,2018-02-12,1,2018-02-12,52.4004,2018-03-23,52.1376,regime,1.0,28,-0.00502,0.0014,-0.00642,regime
GOOGL,2018-03-23,-1,2018-03-23,52.1376,2018-05-08,52.7947,regime,1.0,31,-0.0126,0.00263,-0.01523,regime
GOOGL,2018-05-08,1,2018-05-08,52.7947,2018-05-16,53.8098,regime,1.0,6,0.01923,0.0014,0.01783,regime
GOOGL,2018-05-16,-1,2018-05-16,53.8098,2018-05-29,53.359,regime,1.0,8,0.00838,0.00172,0.00666,regime
GOOGL,2018-05-29,1,2018-05-29,53.359,2018-05-30,53.234,regime,1.0,1,-0.00234,0.0014,-0.00374,regime
GOOGL,2018-05-30,-1,2018-05-30,53.234,2018-06-04,56.4584,regime,1.0,3,-0.06057,0.00152,-0.06209,regime
GOOGL,2018-06-04,1,2018-06-04,56.4584,2018-06-06,57.166,regime,1.0,2,0.01253,0.0014,0.01113,regime
GOOGL,2018-06-06,-1,2018-06-06,57.166,2018-06-13,57.1417,regime,1.0,5,0.00043,0.0016,-0.00117,regime
GOOGL,2018-06-13,1,2018-06-13,57.1417,2018-09-13,58.5015,regime,1.0,64,0.0238,0.0014,0.0224,regime
GOOGL,2018-09-13,-1,2018-09-13,58.5015,2018-09-14,58.9131,regime,1.0,1,-0.00704,0.00144,-0.00848,regime
GOOGL,2018-09-14,1,2018-09-14,58.9131,2018-09-17,58.4058,regime,1.0,1,-0.00861,0.0014,-0.01001,regime
GOOGL,2018-09-17,-1,2018-09-17,58.4058,2018-09-20,58.5496,regime,1.0,3,-0.00246,0.00152,-0.00398,regime
GOOGL,2018-09-20,1,2018-09-20,58.5496,2018-10-08,57.5246,regime,1.0,12,-0.01751,0.0014,-0.01891,regime
