strategy,direction,exit,symbol,n_trades,total_return,buy_hold,excess_return,sharpe,win_rate,avg_pnl_pct,max_dd,n_long,n_short
tsmom_60,long_flat,regime,JNJ,72,0.543247866884216,2.058300781064007,-1.5150529141797908,1.8212582652001934,0.375,0.008005138888888888,0.21960175706690133,72,0
tsmom_60,long_flat,trailing,GOOGL,68,2.0009126907422083,13.0336470477322,-11.032734356989993,2.819836725746494,0.4117647058823529,0.021255,0.25285762639881887,68,0
tsmom_60,long_flat,trailing,XOM,81,0.11924778203514785,1.6234763470017382,-1.5042285649665903,0.7913936143665725,0.3950617283950617,0.002800617283950617,0.2777251094404091,81,0
tsmom_60,long_flat,trailing,JNJ,72,0.8653320999032876,2.058300781064007,-1.1929686811607192,2.836363539595397,0.4305555555555556,0.010090972222222222,0.17625186425214626,72,0
tsmom_60,long_short,regime,GOOGL,136,0.9962822107405986,13.0336470477322,-12.037364836991602,1.3454923635763985,0.33088235294117646,0.00950985294117647,0.2701061179889828,68,68
tsmom_60,long_short,regime,XOM,161,-0.5853738841389146,1.6234763470017382,-2.208850231140653,-0.6708401990431123,0.2919254658385093,-0.0031464596273291915,0.665786169861892,81,80
tsmom_60,long_short,regime,JNJ,144,-0.3104819601455433,2.058300781064007,-2.36878274120955,-0.3782129229557908,0.3541666666666667,-0.0013016666666666678,0.5806252997555691,72,72
tsmom_60,long_short,trailing,GOOGL,136,0.43996371795514744,13.0336470477322,-12.593683329777054,0.9840748735187029,0.3235294117647059,0.005468014705882354,0.4703012765050861,68,68
tsmom_60,long_short,trailing,XOM,161,-0.4694002910934264,1.6234763470017382,-2.0928766380951647,-0.9416202131674231,0.35403726708074534,-0.002863664596273292,0.5583663450962228,81,80
tsmom_60,long_short,trailing,JNJ,144,0.10349663327757486,2.058300781064007,-1.954804147786432,0.5598664099399961,0.3958333333333333,0.0015470138888888884,0.41739419970823854,72,72
tsmom_120,long_flat,regime,GOOGL,46,3.542049640365544,13.0336470477322,-9.491597407366656,3.7827708342334736,0.43478260869565216,0.047048478260869574,0.29360078227157244,46,0
tsmom_120,long_flat,regime,XOM,69,0.3179453500170504,1.6234763470017382,-1.3055309969846878,1.1920289757497051,0.2898550724637681,0.00906057971014493,0.40718114227688257,69,0
tsmom_120,long_flat,regime,JNJ,86,-0.02438662425962468,2.058300781064007,-2.0826874053236315,0.3845068370291553,0.313953488372093,0.001720930232558139,0.459874365348508,86,0
