symbol,agent,buy_hold,always_long,sma_trend_follower,random,beats_sma_baseline
GOOGL,0.054043606580985504,1.129248626460818,0.9631790037595325,0.8079318921781904,-0.22476776436655121,False
XOM,0.04050160381717749,0.4836374766727216,0.4024378868924532,0.22035417043444938,-0.42954581684605164,False
JNJ,-0.014686186623103503,0.5389668509279413,0.42022381733061076,0.3476178858469212,-0.26881222109965575,False
